   11.853324    42.297723    19.9780    17.4730
   11.831463    42.313396    21.0130    18.8780
   11.842691    42.299989    21.0990    18.8700
   11.840227    42.288306    22.3080    19.6720
   11.807925    42.288018    21.3890    19.7180
   11.824376    42.301875    21.8550    20.0940
   11.818127    42.296268    22.0990    20.5720
   11.847542    42.301843    22.4220    20.5310
   11.839237    42.284209    22.3200    20.6260
   11.828711    42.284568    22.3810    20.6140
   11.847658    42.317912    22.5010    20.6380
   11.847612    42.295513    22.4650    20.6690
   11.850314    42.286669    30.3150    21.1010
   11.815641    42.314476    22.6570    20.8910
   11.849408    42.313565    22.6530    21.0230
   11.853635    42.307309    22.8790    20.8750
   11.833043    42.290802    22.3870    21.1310
   11.843467    42.315041    22.8960    21.1470
   11.837410    42.304450    22.8780    21.3550
   11.814240    42.297803    22.9230    21.3520
   11.848728    42.291443    23.1360    21.4870
   11.849228    42.303180    23.0820    21.6150
   11.840740    42.318784    23.1010    21.6130
   11.828346    42.289033    23.1080    21.8410
   11.841695    42.308091    23.1990    21.6120
   11.833132    42.310530    23.4390    21.5700
   11.836363    42.317119    23.2050    21.7130
   11.836666    42.309971    25.1550    21.8610
   11.844540    42.314473    23.4460    21.7720
   11.844767    42.317636    27.9690    25.9830
   11.856576    42.316730    23.5270    21.8620
   11.822068    42.294450    25.8090    22.1130
   11.850794    42.317406    28.3840    21.9050
   11.838536    42.301351    23.3710    21.9200
   11.834349    42.315688    23.5230    21.9800
   11.815005    42.310352    23.6110    22.2010
   11.842090    42.303613    23.9650    22.2350
   11.796086    42.300325    23.1070    21.7740
   11.835171    42.304203    24.1680    22.3060
   11.842045    42.313741    23.8570    22.2960
   11.810232    42.287833    23.8130    22.3020
   11.819294    42.312780    23.7360    22.4670
   11.820607    42.301536    23.8000    22.3560
   11.820720    42.286467    23.8090    22.5160
   11.817162    42.315202    23.8280    22.4960
   11.830976    42.310066    23.7270    22.6610
   11.847946    42.314298    23.8540    22.6110
   11.823781    42.284678    24.0960    22.4660
   11.817351    42.292306    23.7710    23.6370
   11.835721    42.303714    23.8680    22.8710
   11.832504    42.313894    23.9330    22.5640
   11.814555    42.318371    23.9020    22.6030
   11.849816    42.308181    23.9630    22.8290
   11.816887    42.303620    24.1890    22.7240
   11.843422    42.311624    24.0740    22.8460
   11.819590    42.288281    24.0190    22.7630
   11.838369    42.284279    24.2040    22.8960
   11.851139    42.295861    24.0630    22.8800
   11.834727    42.310134    24.1040    22.6740
   11.848160    42.316772    24.1230    22.8570
   11.851341    42.300539    24.2730    22.7940
   11.829569    42.285363    24.1910    22.9570
   11.833573    42.320420    24.1250    22.9080
   11.842226    42.304159    24.1750    22.9060
   11.834468    42.290200    24.0680    22.8660
   11.853074    42.291046    24.1510    22.9440
   11.840461    42.314703    24.1650    22.9060
   11.830887    42.297762    26.1950    23.0000
   11.851724    42.288496    24.2930    23.0380
   11.826717    42.297946    24.1650    22.9760
   11.816929    42.308121    24.2550    22.9350
   11.854983    42.297111    24.2710    23.0280
   11.843209    42.315750    24.2570    22.9730
   11.842459    42.301281    24.2750    23.0470
   11.821727    42.301877    24.2910    22.9910
   11.822030    42.295546    24.2090    24.2260
   11.818874    42.296795    24.3490    23.0600
   11.822705    42.301097    24.1880    23.0140
   11.826983    42.316630    24.3430    23.0080
   11.815594    42.317421    24.3910    23.0210
   11.851483    42.302023    24.3770    23.1230
   11.844589    42.294313    24.3630    22.8970
   11.842101    42.306834    24.2100    23.0360
   11.842460    42.307722    24.3370    23.0740
   11.814725    42.296187    24.2830    23.0520
   11.809081    42.293606    24.3050    23.0510
   11.852500    42.288707    24.2980    23.1140
   11.815931    42.296090    24.3020    23.1090
   11.830771    42.298549    24.3920    23.0510
   11.850734    42.299008    24.2060    23.0160
   11.851115    42.312051    24.3680    23.1350
   11.813875    42.314725    24.3670    23.0590
   11.855219    42.298430    24.3220    23.1480
   11.842807    42.296012    24.5180    23.0510
   11.828842    42.315853    24.3060    23.1130
   11.841158    42.307749    24.4950    23.1720
   11.851752    42.318285    24.2030    22.9310
   11.853933    42.315769    24.3990    23.1560
   11.832047    42.308552    24.2330    23.1820
   11.836013    42.312034    24.4930    23.1900
   11.824733    42.317048    24.3770    23.1730
   11.830665    42.287179    24.2980    23.1440
   11.846501    42.305391    24.2670    23.1850
   11.855168    42.299149    24.4180    23.1340
   11.823236    42.321360    24.5020    23.0880
   11.832823    42.285970    24.1700    23.0020
   11.848792    42.296657    24.3260    23.1490
   11.817609    42.293604    24.4770    23.1090
   11.836958    42.307991    24.5720    23.2910
   11.830778    42.289470    24.4840    23.1740
   11.845927    42.317840    24.4370    23.1510
   11.810801    42.298563    24.2940    23.2840
   11.813918    42.305738    24.3350    23.1450
   11.835730    42.288242    24.3590    23.1570
   11.851013    42.307135    24.5270    23.2380
   11.854412    42.297652    24.4170    23.1430
   11.853331    42.295258    24.4050    23.2140
   11.835854    42.289631    24.6120    23.1180
   11.818097    42.311946    24.5900    23.2190
   11.817271    42.298757    24.5250    23.1210
   11.836524    42.303696    24.3000    24.0690
   11.833001    42.283677    24.5680    23.0800
   11.835327    42.284060    24.3970    23.4440
   11.826601    42.320716    24.4360    23.2310
   11.825382    42.306084    24.4270    23.2200
   11.841951    42.301859    24.6220    23.1330
   11.840275    42.306014    24.7030    23.2690
   11.829509    42.310795    24.4630    23.3130
   11.844973    42.310266    24.6060    23.8090
   11.815752    42.301965    26.9350    25.2150
   11.829340    42.284434    24.5200    23.3930
   11.821850    42.301406    24.6410    23.3740
   11.832590    42.288569    24.7100    23.2250
   11.839846    42.284615    24.6180    23.3490
   11.823190    42.298956    24.6470    23.3530
   11.826580    42.313805    24.8260    23.2780
   11.822294    42.307411    24.5800    24.6020
   11.854790    42.317243    24.7810    23.4140
   11.820219    42.284875    24.6670    23.2470
   11.850029    42.295975    24.7270    23.4400
   11.851613    42.303413    24.6030    23.5790
   11.818964    42.302170    24.7470    23.3840
   11.823700    42.288147    24.7150    23.4470
